author_id,year_x_month,topic,pro,anti,neutral,net_stance
A1974320266,2020_10,stance_tax_policy,1,0,0,1
A1974329601,2020_7,stance_tax_policy,1,0,0,1
A1974332400,2022_8,stance_tax_policy,0,0,1,0
A1974332663,2019_6,stance_tax_policy,0,0,1,0
A1974377061,2021_5,stance_tax_policy,0,0,1,0
A1974393524,2022_8,stance_tax_policy,1,0,0,1
A1974404268,2019_2,stance_tax_policy,0,0,1,0
A1974404268,2020_10,stance_tax_policy,0,0,1,0
A1974451863,2022_7,stance_tax_policy,0,0,1,0
A1974480772,2019_10,stance_tax_policy,1,0,0,1
A1974582846,2016_10,stance_tax_policy,0,0,1,0
A1974582846,2022_4,stance_tax_policy,0,0,1,0
A1974604176,2017_9,stance_tax_policy,0,0,1,0
A1974609057,2021_5,stance_tax_policy,0,0,1,0
A1974634428,2020_11,stance_tax_policy,0,0,1,0
A1974641658,2019_7,stance_tax_policy,0,0,1,0
A1974667957,2023_1,stance_tax_policy,1,0,0,1
A1974758907,2021_9,stance_tax_policy,0,1,0,-1
A1974795330,2017_11,stance_tax_policy,0,1,0,-1
A1974795330,2019_9,stance_tax_policy,0,0,1,0
A1974795330,2021_2,stance_tax_policy,1,0,0,1
A1974795330,2021_8,stance_tax_policy,1,0,0,1
A1974803209,2022_7,stance_tax_policy,1,0,0,1
A1974804181,2016_8,stance_tax_policy,0,0,1,0
A1974804181,2017_10,stance_tax_policy,1,0,0,1
A1974804181,2019_2,stance_tax_policy,0,0,1,0
A1974804181,2020_5,stance_tax_policy,0,0,1,0
A1974804181,2021_10,stance_tax_policy,0,0,1,0
A1974825719,2022_11,stance_tax_policy,0,1,0,-1
A1974825719,2023_1,stance_tax_policy,0,0,1,0
A1974847314,2017_4,stance_tax_policy,0,0,1,0
A1974847314,2020_4,stance_tax_policy,0,1,0,-1
A1974847314,2020_6,stance_tax_policy,0,1,0,-1
A1974847314,2021_4,stance_tax_policy,0,1,0,-1
A1974847314,2021_7,stance_tax_policy,1,0,0,1
A1974851240,2021_9,stance_tax_policy,0,0,1,0
A1974910675,2017_12,stance_tax_policy,0,0,1,0
A1974910675,2018_8,stance_tax_policy,1,0,0,1
A1974910675,2020_2,stance_tax_policy,0,0,1,0
A1974919365,2020_11,stance_tax_policy,0,0,1,0
A1974919365,2020_4,stance_tax_policy,0,0,1,0
A1974919365,2022_8,stance_tax_policy,0,0,1,0
A1974928934,2020_10,stance_tax_policy,0,0,1,0
A1974928934,2020_8,stance_tax_policy,0,0,1,0
A1974928934,2022_10,stance_tax_policy,0,0,1,0
A1974947037,2023_1,stance_tax_policy,0,0,1,0
A1974947565,2023_1,stance_tax_policy,0,0,1,0
A1974969339,2018_8,stance_tax_policy,0,0,1,0
A1974991163,2016_4,stance_tax_policy,0,0,1,0
A1975019471,2020_10,stance_tax_policy,0,0,1,0
A1975071980,2021_7,stance_tax_policy,0,0,1,0
A1975110142,2018_4,stance_tax_policy,1,0,0,1
A1975131572,2018_3,stance_tax_policy,0,0,1,0
A1975131572,2018_4,stance_tax_policy,0,0,1,0
A1975131572,2020_10,stance_tax_policy,0,0,1,0
A1975139701,2022_12,stance_tax_policy,1,0,0,1
A1975160693,2020_9,stance_tax_policy,1,0,0,1
A1975184373,2021_4,stance_tax_policy,1,0,0,1
A1975205620,2017_11,stance_tax_policy,1,0,0,1
A1975211844,2016_11,stance_tax_policy,1,0,0,1
A1975211844,2021_4,stance_tax_policy,0,0,1,0
A1975213913,2020_7,stance_tax_policy,0,0,1,0
A1975213913,2022_7,stance_tax_policy,0,0,1,0
A1975259529,2017_11,stance_tax_policy,0,1,0,-1
A1975261093,2016_11,stance_tax_policy,1,0,0,1
A1975261093,2018_10,stance_tax_policy,0,0,1,0
A1975265368,2023_1,stance_tax_policy,0,1,0,-1
A1975273188,2022_11,stance_tax_policy,0,0,1,0
A1975273188,2022_6,stance_tax_policy,0,0,1,0
A1975295338,2021_12,stance_tax_policy,0,0,1,0
A1975306305,2023_1,stance_tax_policy,0,0,1,0
A1975315462,2021_5,stance_tax_policy,0,0,1,0
A1975315462,2022_2,stance_tax_policy,0,0,1,0
A1975315462,2022_3,stance_tax_policy,0,0,1,0
A1975329599,2023_1,stance_tax_policy,0,0,1,0
A1975362064,2016_7,stance_tax_policy,0,0,1,0
A1975366128,2018_8,stance_tax_policy,1,0,0,1
A1975366128,2019_5,stance_tax_policy,0,0,1,0
A1975370772,2020_5,stance_tax_policy,0,0,1,0
A1975412413,2017_3,stance_tax_policy,0,1,0,-1
A1975418309,2021_2,stance_tax_policy,0,0,1,0
A1975421882,2021_1,stance_tax_policy,1,0,0,1
A1975427381,2016_4,stance_tax_policy,0,0,1,0
A1975427381,2016_5,stance_tax_policy,0,0,1,0
A1975427381,2021_2,stance_tax_policy,1,0,0,1
A1975429482,2019_3,stance_tax_policy,0,0,1,0
A1975437205,2023_1,stance_tax_policy,0,0,1,0
A1975466665,2017_10,stance_tax_policy,0,0,1,0
A1975466665,2020_1,stance_tax_policy,1,0,0,1
A1975466665,2022_8,stance_tax_policy,0,1,0,-1
A1975466665,2023_1,stance_tax_policy,0,0,1,0
A1975510063,2020_5,stance_tax_policy,0,0,1,0
A1975532551,2017_12,stance_tax_policy,0,0,1,0
A1975548462,2020_2,stance_tax_policy,0,0,1,0
A1975596539,2018_8,stance_tax_policy,0,0,1,0
A1975642109,2020_7,stance_tax_policy,0,0,1,0
A1975649778,2022_9,stance_tax_policy,1,0,0,1
A1975665308,2020_6,stance_tax_policy,0,1,0,-1
A1975671503,2016_3,stance_tax_policy,0,0,1,0
A1975671503,2018_12,stance_tax_policy,0,0,1,0
A1975671503,2019_8,stance_tax_policy,0,1,0,-1
A1975682262,2022_1,stance_tax_policy,0,0,1,0
A1975692688,2022_3,stance_tax_policy,1,0,0,1
A1975697256,2019_10,stance_tax_policy,0,0,1,0
A1975697256,2020_8,stance_tax_policy,0,1,0,-1
A1975697256,2021_1,stance_tax_policy,1,0,0,1
A1975697256,2021_4,stance_tax_policy,0,0,1,0
A1975700777,2019_11,stance_tax_policy,0,0,1,0
A1975700777,2021_12,stance_tax_policy,0,0,1,0
A1975700777,2021_8,stance_tax_policy,0,0,1,0
A1975700777,2022_10,stance_tax_policy,0,0,1,0
A1975702127,2018_2,stance_tax_policy,0,0,1,0
A1975707187,2020_11,stance_tax_policy,0,0,1,0
A1975707187,2020_12,stance_tax_policy,1,0,0,1
A1975712407,2023_1,stance_tax_policy,0,0,1,0
A1975719895,2017_8,stance_tax_policy,1,0,0,1
A1975719895,2021_6,stance_tax_policy,0,0,1,0
A1975720826,2016_4,stance_tax_policy,0,0,1,0
A1975720826,2017_11,stance_tax_policy,0,0,1,0
A1975720826,2018_7,stance_tax_policy,0,0,1,0
A1975770771,2018_5,stance_tax_policy,1,0,0,1
A1975770771,2021_9,stance_tax_policy,0,0,1,0
A1975774631,2022_9,stance_tax_policy,0,0,1,0
A1975831270,2016_11,stance_tax_policy,0,1,0,-1
A1975831270,2017_3,stance_tax_policy,1,0,0,1
A1975835273,2016_12,stance_tax_policy,0,0,1,0
A1975835273,2019_10,stance_tax_policy,0,1,0,-1
A1975835273,2020_2,stance_tax_policy,1,0,0,1
A1975840080,2019_2,stance_tax_policy,0,0,1,0
A1975840080,2020_10,stance_tax_policy,1,0,0,1
A1975846344,2022_9,stance_tax_policy,0,0,1,0
A1975853189,2021_10,stance_tax_policy,0,1,0,-1
A1975853189,2021_9,stance_tax_policy,0,0,1,0
A1975853189,2023_1,stance_tax_policy,0,0,1,0
A1975866416,2021_6,stance_tax_policy,0,0,1,0
A1975866416,2022_3,stance_tax_policy,0,0,1,0
A1975884107,2021_7,stance_tax_policy,0,0,1,0
A1975884107,2021_9,stance_tax_policy,0,0,1,0
A1975884107,2022_7,stance_tax_policy,0,0,1,0
A1975918047,2019_4,stance_tax_policy,0,0,1,0
A1975925955,2022_12,stance_tax_policy,1,0,0,1
A1975959098,2022_8,stance_tax_policy,0,0,1,0
A1975960306,2016_5,stance_tax_policy,0,0,1,0
A1975986926,2016_12,stance_tax_policy,0,0,1,0
A1976009891,2017_6,stance_tax_policy,0,1,0,-1
A1976009891,2018_2,stance_tax_policy,0,0,1,0
A1976009891,2019_4,stance_tax_policy,1,0,0,1
A1976009891,2020_1,stance_tax_policy,0,0,1,0
A1976009891,2021_5,stance_tax_policy,1,0,0,1
A1976033659,2018_5,stance_tax_policy,0,1,0,-1
A1976033659,2021_3,stance_tax_policy,0,1,0,-1
A1976033659,2022_1,stance_tax_policy,0,0,1,0
A1976035268,2021_4,stance_tax_policy,0,0,1,0
A1976051586,2022_8,stance_tax_policy,0,0,1,0
A1976131604,2019_7,stance_tax_policy,0,0,1,0
A1976168332,2021_11,stance_tax_policy,0,0,1,0
A1976168332,2022_10,stance_tax_policy,1,0,0,1
A1976168332,2023_1,stance_tax_policy,0,1,0,-1
A1976172561,2023_1,stance_tax_policy,0,0,1,0
A1976245505,2022_9,stance_tax_policy,0,0,1,0
A1976245505,2023_1,stance_tax_policy,1,0,1,0.5
A1976350296,2020_6,stance_tax_policy,0,0,1,0
A1976394969,2018_9,stance_tax_policy,0,0,1,0
A1976419377,2020_1,stance_tax_policy,0,0,1,0
A1976460433,2021_4,stance_tax_policy,0,0,1,0
A1976460433,2022_11,stance_tax_policy,0,0,1,0
A1976460433,2023_1,stance_tax_policy,0,0,1,0
A1976477031,2017_11,stance_tax_policy,0,0,1,0
A1976477031,2017_9,stance_tax_policy,0,0,1,0
A1976477031,2020_1,stance_tax_policy,0,0,1,0
A1976477031,2020_4,stance_tax_policy,0,0,1,0
A1976477031,2021_4,stance_tax_policy,1,0,0,1
A1976486833,2021_4,stance_tax_policy,0,0,1,0
A1976489361,2017_4,stance_tax_policy,0,0,1,0
A1976489361,2018_6,stance_tax_policy,1,0,0,1
A1976489361,2022_9,stance_tax_policy,0,1,0,-1
A1976493213,2016_10,stance_tax_policy,0,0,1,0
A1976506370,2017_11,stance_tax_policy,0,1,0,-1
A1976506370,2018_10,stance_tax_policy,1,0,0,1
A1976506370,2020_2,stance_tax_policy,0,1,0,-1
A1976533663,2017_12,stance_tax_policy,0,0,1,0
A1976533663,2022_8,stance_tax_policy,0,0,1,0
A1976581138,2021_2,stance_tax_policy,0,0,1,0
A1976582418,2017_12,stance_tax_policy,0,0,1,0
A1976595433,2022_12,stance_tax_policy,0,0,1,0
A1976617002,2022_3,stance_tax_policy,0,0,1,0
A1976630192,2019_3,stance_tax_policy,0,0,1,0
A197664638,2017_5,stance_tax_policy,0,0,1,0
A197664638,2018_4,stance_tax_policy,0,0,1,0
A1976649371,2022_10,stance_tax_policy,0,0,1,0
A1976649371,2023_1,stance_tax_policy,0,0,1,0
A1976650604,2017_11,stance_tax_policy,1,0,0,1
A1976650604,2019_3,stance_tax_policy,1,0,0,1
A1976665573,2017_11,stance_tax_policy,1,0,0,1
A1976721835,2021_8,stance_tax_policy,1,0,0,1
A1976761783,2016_6,stance_tax_policy,0,0,1,0
A1976775368,2018_11,stance_tax_policy,0,0,1,0
A1976795102,2019_3,stance_tax_policy,1,0,0,1
A1976798445,2018_12,stance_tax_policy,0,0,1,0
A1976798445,2022_10,stance_tax_policy,0,0,1,0
A1976798904,2017_3,stance_tax_policy,1,0,0,1
A1976798904,2021_7,stance_tax_policy,1,0,0,1
A1976798904,2022_8,stance_tax_policy,0,0,1,0
A1976878086,2021_10,stance_tax_policy,0,0,1,0
A1976887731,2022_5,stance_tax_policy,0,0,1,0
A1976933383,2021_7,stance_tax_policy,0,0,1,0
A1976939587,2021_3,stance_tax_policy,0,0,1,0
A1976943324,2018_2,stance_tax_policy,0,0,1,0
A1976943324,2020_7,stance_tax_policy,0,0,1,0
A1976943324,2021_12,stance_tax_policy,0,0,1,0
A1976981488,2019_8,stance_tax_policy,0,0,1,0
A1976992628,2022_11,stance_tax_policy,0,1,0,-1
A1976992628,2022_9,stance_tax_policy,0,1,0,-1
A1977004568,2017_8,stance_tax_policy,0,0,1,0
A1977016415,2018_1,stance_tax_policy,0,0,1,0
A1977031453,2017_9,stance_tax_policy,0,1,0,-1
A1977062581,2016_8,stance_tax_policy,1,0,0,1
A1977073293,2020_2,stance_tax_policy,0,0,1,0
A1977102744,2019_4,stance_tax_policy,1,0,0,1
A1977112282,2021_1,stance_tax_policy,0,1,0,-1
A1977124743,2017_11,stance_tax_policy,0,0,1,0
A1977125361,2016_1,stance_tax_policy,0,0,1,0
A1977125361,2018_1,stance_tax_policy,0,0,1,0
A1977125361,2020_7,stance_tax_policy,1,0,0,1
A1977129785,2018_3,stance_tax_policy,0,0,1,0
A1977129785,2019_10,stance_tax_policy,0,0,3,0
A1977129785,2020_2,stance_tax_policy,0,0,1,0
A1977171724,2019_4,stance_tax_policy,0,0,1,0
A1977174891,2019_10,stance_tax_policy,0,0,1,0
A1977183116,2018_10,stance_tax_policy,1,0,0,1
A1977184983,2019_1,stance_tax_policy,0,0,1,0
A1977217598,2019_10,stance_tax_policy,0,0,1,0
A1977242694,2021_5,stance_tax_policy,0,0,1,0
A1977274683,2022_2,stance_tax_policy,0,0,1,0
A1977276926,2017_6,stance_tax_policy,0,0,1,0
A1977302297,2022_4,stance_tax_policy,0,0,1,0
A1977302297,2022_8,stance_tax_policy,0,1,0,-1
A1977303727,2022_5,stance_tax_policy,1,0,0,1
A1977319089,2018_11,stance_tax_policy,0,0,1,0
A1977319089,2019_1,stance_tax_policy,0,0,1,0
A1977319089,2020_1,stance_tax_policy,0,0,1,0
A1977345177,2019_11,stance_tax_policy,0,0,1,0
A1977345177,2020_10,stance_tax_policy,0,0,1,0
A1977345177,2021_2,stance_tax_policy,0,0,1,0
A1977390522,2022_4,stance_tax_policy,0,1,0,-1
A1977411408,2016_11,stance_tax_policy,0,0,1,0
A1977411408,2018_2,stance_tax_policy,1,0,0,1
A1977427166,2020_3,stance_tax_policy,0,0,1,0
A1977427166,2021_9,stance_tax_policy,0,0,1,0
A1977427166,2022_9,stance_tax_policy,0,0,1,0
A1977453318,2022_9,stance_tax_policy,0,0,1,0
A1977480801,2019_11,stance_tax_policy,0,0,1,0
A1977480801,2020_1,stance_tax_policy,0,0,1,0
A1977480801,2021_10,stance_tax_policy,0,0,1,0
A1977480801,2021_4,stance_tax_policy,0,0,1,0
A1977488136,2018_2,stance_tax_policy,0,0,1,0
A1977509980,2018_8,stance_tax_policy,0,0,1,0
A1977510356,2022_6,stance_tax_policy,1,0,0,1
A1977553022,2018_1,stance_tax_policy,0,0,1,0
A1977580643,2019_6,stance_tax_policy,1,0,0,1
A1977580643,2022_6,stance_tax_policy,0,0,1,0
A1977653644,2022_4,stance_tax_policy,0,0,1,0
A1977661003,2017_10,stance_tax_policy,0,0,1,0
A1977661003,2022_10,stance_tax_policy,0,0,1,0
A1977666219,2020_9,stance_tax_policy,1,0,0,1
A1977666219,2021_1,stance_tax_policy,0,0,1,0
A1977671959,2023_1,stance_tax_policy,0,0,1,0
A1977720757,2020_4,stance_tax_policy,0,0,1,0
A1977720931,2022_1,stance_tax_policy,1,0,0,1
A1977724802,2018_2,stance_tax_policy,1,0,0,1
A1977724802,2021_2,stance_tax_policy,0,1,0,-1
A1977731710,2020_1,stance_tax_policy,0,0,1,0
A1977759721,2017_5,stance_tax_policy,1,0,0,1
A1977780092,2016_3,stance_tax_policy,0,0,1,0
A1977780092,2020_3,stance_tax_policy,0,1,0,-1
A1977780092,2021_5,stance_tax_policy,0,0,1,0
A1977813088,2016_10,stance_tax_policy,0,0,1,0
A1977814034,2019_6,stance_tax_policy,1,0,0,1
A1977814034,2020_4,stance_tax_policy,0,1,0,-1
A1977814034,2021_12,stance_tax_policy,0,0,1,0
A1977814034,2022_6,stance_tax_policy,1,0,0,1
A1977816212,2022_3,stance_tax_policy,0,0,1,0
A1977874270,2020_2,stance_tax_policy,0,1,0,-1
A1977922848,2020_9,stance_tax_policy,0,0,1,0
A1977922848,2022_7,stance_tax_policy,0,0,1,0
A1977932274,2019_4,stance_tax_policy,0,1,0,-1
A197794107,2020_8,stance_tax_policy,0,0,1,0
A1977947576,2018_8,stance_tax_policy,1,0,0,1
A1977947576,2021_4,stance_tax_policy,0,0,1,0
A1977971801,2017_11,stance_tax_policy,0,0,1,0
A1977971801,2018_8,stance_tax_policy,0,0,1,0
A1977971801,2019_9,stance_tax_policy,0,0,1,0
A1977971801,2020_12,stance_tax_policy,0,0,1,0
A1977971801,2020_7,stance_tax_policy,0,0,1,0
A1977992261,2016_12,stance_tax_policy,0,1,0,-1
A1977992261,2017_1,stance_tax_policy,0,1,0,-1
A1977992261,2017_12,stance_tax_policy,0,1,0,-1
A1977992261,2018_5,stance_tax_policy,0,0,1,0
A1978036656,2016_12,stance_tax_policy,0,0,1,0
A1978040447,2021_4,stance_tax_policy,0,0,1,0
A1978110668,2019_11,stance_tax_policy,1,0,0,1
A1978110668,2020_6,stance_tax_policy,1,0,0,1
A1978145867,2022_12,stance_tax_policy,0,0,1,0
A1978202738,2018_1,stance_tax_policy,0,0,1,0
A1978202738,2019_1,stance_tax_policy,0,1,0,-1
A1978212861,2018_3,stance_tax_policy,0,0,1,0
A1978213876,2020_1,stance_tax_policy,0,0,1,0
A1978225266,2016_7,stance_tax_policy,0,0,1,0
A1978250070,2023_1,stance_tax_policy,0,0,1,0
A1978271887,2021_4,stance_tax_policy,0,0,1,0
A1978291994,2017_9,stance_tax_policy,1,0,0,1
A1978313686,2020_11,stance_tax_policy,1,0,0,1
A1978313686,2022_9,stance_tax_policy,1,0,0,1
A1978325960,2017_10,stance_tax_policy,0,0,1,0
A1978347486,2019_11,stance_tax_policy,0,0,1,0
A1978362656,2017_12,stance_tax_policy,0,0,1,0
A1978363399,2019_11,stance_tax_policy,0,0,1,0
A1978365147,2016_9,stance_tax_policy,0,0,1,0
A1978365147,2019_12,stance_tax_policy,0,1,0,-1
A1978365147,2021_10,stance_tax_policy,0,1,0,-1
A1978365147,2022_7,stance_tax_policy,0,0,1,0
A1978408382,2020_9,stance_tax_policy,0,0,1,0
A1978417051,2023_1,stance_tax_policy,0,0,1,0
A1978464798,2016_5,stance_tax_policy,0,0,1,0
A1978464798,2018_4,stance_tax_policy,0,0,1,0
A1978495654,2020_9,stance_tax_policy,1,0,0,1
A1978514529,2022_6,stance_tax_policy,0,0,1,0
A1978522849,2019_12,stance_tax_policy,0,0,1,0
A1978575544,2017_12,stance_tax_policy,1,0,0,1
A1978585665,2020_3,stance_tax_policy,0,0,1,0
A1978609699,2017_3,stance_tax_policy,1,0,0,1
A1978609699,2020_3,stance_tax_policy,0,0,1,0
A1978618970,2017_7,stance_tax_policy,0,0,1,0
A1978631057,2017_4,stance_tax_policy,0,0,1,0
A1978635295,2020_2,stance_tax_policy,0,0,1,0
A1978650575,2021_4,stance_tax_policy,0,0,1,0
A1978661714,2018_3,stance_tax_policy,0,0,1,0
A1978661943,2020_5,stance_tax_policy,0,0,1,0
A1978672366,2017_12,stance_tax_policy,0,0,1,0
A1978693578,2022_3,stance_tax_policy,0,0,1,0
A1978705797,2020_8,stance_tax_policy,0,0,1,0
A1978720867,2023_1,stance_tax_policy,0,1,1,-0.5
A1978721853,2017_12,stance_tax_policy,0,0,1,0
A1978721853,2018_8,stance_tax_policy,0,0,1,0
A1978738855,2022_4,stance_tax_policy,0,0,1,0
A1978750921,2018_12,stance_tax_policy,0,0,1,0
A1978750921,2021_4,stance_tax_policy,0,0,1,0
A1978767503,2020_10,stance_tax_policy,1,0,0,1
A1978786987,2018_7,stance_tax_policy,0,0,1,0
A1978822442,2023_1,stance_tax_policy,0,0,1,0
A1978876078,2016_8,stance_tax_policy,0,0,1,0
A1979018717,2017_1,stance_tax_policy,0,1,0,-1
A1979022648,2019_3,stance_tax_policy,0,0,1,0
A1979045309,2020_3,stance_tax_policy,0,0,1,0
A1979051938,2019_7,stance_tax_policy,0,0,1,0
A1979058204,2017_11,stance_tax_policy,0,0,1,0
A1979077000,2020_9,stance_tax_policy,0,0,1,0
A1979124546,2018_7,stance_tax_policy,1,0,0,1
A1979124546,2020_10,stance_tax_policy,2,0,0,1
A1979124546,2022_1,stance_tax_policy,0,0,1,0
A1979134783,2019_10,stance_tax_policy,0,0,1,0
A1979134783,2020_2,stance_tax_policy,0,0,1,0
A1979134783,2020_8,stance_tax_policy,0,0,1,0
A1979171466,2017_11,stance_tax_policy,0,1,0,-1
A1979210492,2020_1,stance_tax_policy,1,0,0,1
A1979210492,2021_8,stance_tax_policy,1,0,0,1
A1979210492,2022_3,stance_tax_policy,0,0,1,0
A1979222688,2019_1,stance_tax_policy,0,0,1,0
A1979237752,2020_4,stance_tax_policy,0,0,1,0
A1979254613,2020_9,stance_tax_policy,0,0,1,0
A1979254613,2021_10,stance_tax_policy,0,0,1,0
A1979254613,2022_12,stance_tax_policy,0,0,1,0
A1979260581,2021_10,stance_tax_policy,0,1,0,-1
A1979291779,2020_1,stance_tax_policy,0,0,1,0
A1979291779,2021_6,stance_tax_policy,0,0,1,0
A1979291779,2022_5,stance_tax_policy,0,0,1,0
A1979302835,2022_9,stance_tax_policy,0,0,1,0
A1979388752,2016_6,stance_tax_policy,0,0,1,0
A1979388752,2017_8,stance_tax_policy,1,0,0,1
A1979389577,2020_5,stance_tax_policy,0,0,1,0
A1979431197,2020_7,stance_tax_policy,0,0,1,0
A1979491324,2022_12,stance_tax_policy,0,0,1,0
A1979543152,2018_11,stance_tax_policy,0,0,1,0
A1979568510,2018_1,stance_tax_policy,0,0,1,0
A1979581742,2017_12,stance_tax_policy,0,1,0,-1
A1979592940,2016_10,stance_tax_policy,1,0,0,1
A1979592940,2018_2,stance_tax_policy,0,0,1,0
A1979592940,2020_11,stance_tax_policy,0,0,1,0
A1979595707,2021_6,stance_tax_policy,0,0,1,0
A1979605678,2022_4,stance_tax_policy,0,0,1,0
A1979641205,2021_11,stance_tax_policy,0,0,1,0
A1979641205,2022_5,stance_tax_policy,0,0,1,0
A1979669282,2017_11,stance_tax_policy,1,0,0,1
A1979669282,2019_4,stance_tax_policy,0,0,1,0
A1979669282,2020_6,stance_tax_policy,0,0,1,0
A1979693984,2021_12,stance_tax_policy,0,0,1,0
A1979713447,2021_10,stance_tax_policy,0,0,1,0
A1979729050,2019_11,stance_tax_policy,0,0,1,0
A1979773720,2020_7,stance_tax_policy,0,0,1,0
A1979773720,2022_9,stance_tax_policy,0,1,0,-1
A1979778497,2019_1,stance_tax_policy,0,1,0,-1
A1979778497,2022_10,stance_tax_policy,1,0,0,1
A1979794120,2022_6,stance_tax_policy,0,0,1,0
A1979794120,2023_1,stance_tax_policy,0,0,1,0
A1979796846,2020_3,stance_tax_policy,0,0,1,0
A1979804044,2017_3,stance_tax_policy,0,1,0,-1
A1979804044,2017_5,stance_tax_policy,0,0,1,0
A1979832890,2022_12,stance_tax_policy,0,0,1,0
A1979832890,2023_1,stance_tax_policy,1,0,1,0.5
A1979838720,2017_12,stance_tax_policy,1,0,0,1
A1979838720,2020_9,stance_tax_policy,0,0,1,0
A1979878858,2017_1,stance_tax_policy,0,0,1,0
A1979895394,2018_10,stance_tax_policy,0,0,1,0
A1979895394,2019_1,stance_tax_policy,0,0,1,0
A1979895394,2019_11,stance_tax_policy,1,0,0,1
A1979895394,2019_4,stance_tax_policy,1,0,0,1
A1979895394,2021_2,stance_tax_policy,0,0,1,0
A1979895394,2022_7,stance_tax_policy,0,0,1,0
A1979895394,2023_1,stance_tax_policy,1,0,0,1
A1979914742,2022_10,stance_tax_policy,0,0,1,0
A1979934962,2020_11,stance_tax_policy,0,0,1,0
A1979950909,2017_4,stance_tax_policy,0,0,1,0
A1979970096,2020_10,stance_tax_policy,0,1,0,-1
A1979976292,2018_4,stance_tax_policy,0,0,1,0
A1979976292,2019_9,stance_tax_policy,0,0,1,0
A1979985889,2021_5,stance_tax_policy,0,0,1,0
A1979985889,2022_5,stance_tax_policy,0,0,1,0
A1980046870,2020_6,stance_tax_policy,1,0,0,1
A1980082553,2019_10,stance_tax_policy,0,0,1,0
A1980084814,2018_11,stance_tax_policy,1,0,0,1
A1980084814,2019_5,stance_tax_policy,0,0,1,0
A1980101705,2016_1,stance_tax_policy,0,0,1,0
A1980101705,2017_11,stance_tax_policy,0,0,1,0
A1980101705,2017_9,stance_tax_policy,1,0,0,1
A1980101705,2019_10,stance_tax_policy,0,0,1,0
A1980101705,2022_1,stance_tax_policy,0,0,1,0
A1980176831,2020_12,stance_tax_policy,0,1,0,-1
A1980176831,2021_1,stance_tax_policy,1,0,0,1
A1980177775,2020_4,stance_tax_policy,0,0,1,0
A1980186545,2018_4,stance_tax_policy,1,0,0,1
A1980186545,2020_9,stance_tax_policy,1,0,0,1
A1980206811,2018_1,stance_tax_policy,0,1,0,-1
A1980215178,2021_6,stance_tax_policy,0,0,1,0
A1980227311,2023_1,stance_tax_policy,0,0,1,0
A1980242545,2022_12,stance_tax_policy,1,0,0,1
A1980257984,2017_7,stance_tax_policy,0,0,1,0
A1980257984,2018_10,stance_tax_policy,0,0,1,0
A1980315848,2021_8,stance_tax_policy,1,0,0,1
A1980321570,2022_12,stance_tax_policy,0,0,1,0
A1980330166,2017_1,stance_tax_policy,0,0,1,0
A1980330166,2017_11,stance_tax_policy,0,0,1,0
A1980330166,2019_6,stance_tax_policy,1,0,0,1
A1980330166,2020_8,stance_tax_policy,0,0,1,0
A1980330166,2021_2,stance_tax_policy,0,0,1,0
A1980330166,2021_9,stance_tax_policy,0,0,1,0
A1980350718,2022_2,stance_tax_policy,0,0,1,0
A1980394609,2019_9,stance_tax_policy,1,0,0,1
A198039571,2017_12,stance_tax_policy,0,0,1,0
A198039571,2021_3,stance_tax_policy,1,0,0,1
A1980398982,2016_6,stance_tax_policy,0,0,1,0
A1980410812,2016_11,stance_tax_policy,1,0,0,1
A1980410812,2017_4,stance_tax_policy,0,0,1,0
A1980410812,2018_3,stance_tax_policy,1,0,0,1
A1980410812,2018_9,stance_tax_policy,0,0,1,0
A1980410812,2019_9,stance_tax_policy,0,0,1,0
A1980410812,2020_9,stance_tax_policy,0,0,1,0
A1980410812,2021_3,stance_tax_policy,0,0,1,0
A1980410812,2021_4,stance_tax_policy,1,0,0,1
A1980413876,2018_5,stance_tax_policy,1,0,0,1
A1980413876,2021_4,stance_tax_policy,0,0,1,0
A1980416713,2017_3,stance_tax_policy,0,0,1,0
A1980442557,2018_4,stance_tax_policy,0,0,1,0
A1980454759,2020_3,stance_tax_policy,0,0,1,0
A1980461896,2016_11,stance_tax_policy,0,0,1,0
A1980461896,2020_10,stance_tax_policy,1,0,0,1
A1980485507,2022_7,stance_tax_policy,0,0,1,0
A1980485507,2022_8,stance_tax_policy,1,0,0,1
A1980493319,2016_10,stance_tax_policy,0,0,1,0
A1980493319,2016_2,stance_tax_policy,1,0,0,1
A1980508707,2017_11,stance_tax_policy,0,0,1,0
A1980512830,2020_3,stance_tax_policy,1,0,0,1
A1980513518,2022_10,stance_tax_policy,1,0,0,1
A1980513518,2022_9,stance_tax_policy,0,1,0,-1
A1980513518,2023_1,stance_tax_policy,0,1,0,-1
A1980517876,2017_7,stance_tax_policy,0,0,1,0
A1980541933,2017_12,stance_tax_policy,0,0,1,0
A1980541933,2019_3,stance_tax_policy,1,0,0,1
A1980541933,2021_6,stance_tax_policy,0,0,1,0
A1980541933,2022_7,stance_tax_policy,0,0,2,0
A1980567212,2022_2,stance_tax_policy,0,0,1,0
A1980581364,2017_9,stance_tax_policy,0,1,0,-1
A1980581364,2018_1,stance_tax_policy,0,0,1,0
A1980581364,2019_7,stance_tax_policy,0,0,1,0
A1980598468,2021_6,stance_tax_policy,0,0,1,0
A1980598468,2022_12,stance_tax_policy,0,0,1,0
A1980598708,2020_3,stance_tax_policy,0,0,1,0
A1980598823,2021_1,stance_tax_policy,0,0,1,0
